,BLS TC Sign 32B (µs),BLS TC Sign 1MiB (µs),BLS BLST Sign 32B (µs),BLS BLST Sign 1MiB (µs),ED25519 Sign 32B (µs),ED25519 Sign 1MiB (µs),BLS TC Verify 32B (µs),BLS TC Verify 1MiB (µs),BLS BLST Verify 32B (µs),BLS BLST Verify 1MiB (µs),ED25519 Verify 32B (µs),ED25519 Verify 1MiB (µs),SHA2-512 32B (µs),SHA2-512 1MiB (µs),SHA3-256 32B (µs),SHA3-256 1MiB (µs)
Average,=AVERAGE(B5:B1004),=AVERAGE(C5:C1004),=AVERAGE(D5:D1004),=AVERAGE(E5:E1004),=AVERAGE(F5:F1004),=AVERAGE(G5:G1004),=AVERAGE(H5:H1004),=AVERAGE(I5:I1004),=AVERAGE(J5:J1004),=AVERAGE(K5:K1004),=AVERAGE(L5:L1004),=AVERAGE(M5:M1004)
Median,=MEDIAN(B5:B1004),=MEDIAN(C5:C1004),=MEDIAN(D5:D1004),=MEDIAN(E5:E1004),=MEDIAN(F5:F1004),=MEDIAN(G5:G1004),=MEDIAN(H5:H1004),=MEDIAN(I5:I1004),=MEDIAN(J5:J1004),=MEDIAN(K5:K1004),=MEDIAN(L5:L1004),=MEDIAN(M5:M1004)
stdev,=STDEV(B5:B1004),=STDEV(C5:C1004),=STDEV(D5:D1004),=STDEV(E5:E1004),=STDEV(F5:F1004),=STDEV(G5:G1004),=STDEV(H5:H1004),=STDEV(I5:I1004),=STDEV(J5:J1004),=STDEV(K5:K1004),=STDEV(L5:L1004),=STDEV(M5:M1004)
682,1774,3316.25,125.625,518.375,11.958,3448.875,3906.541,5775.917,516.625,920.375,28.041,1751.334,0.209,1761.458,0.208,1698.333
683,1512.209,3278.333,125.791,514,11.75,3479.042,3980.209,5894.583,516.375,929.583,28.334,1769.667,0.209,1732.167,0.208,1608.958
684,1666.875,3143.125,129,538.166,11.708,3526.5,4027.208,5662.917,518.75,928.583,27.792,1794.125,0.209,1741.375,0.208,1653.375
685,1701.208,3261.959,140.667,524.167,11.708,3537.542,4103.5,5986.875,519.167,926.791,28.208,1816.5,0.25,1762.375,0.25,1603.416
686,1693.5,3285,125.625,561.875,11.708,3448.792,4070.625,5575.209,518.042,928.792,37.75,1761.25,0.25,1715,0.208,1642.917
687,1742.458,3128.666,129.125,529.792,11.667,3443.833,3887.542,5522.167,516.708,920.417,28.042,1796.5,0.25,1753,0.208,1635.833
688,1583.417,3142.917,125.5,513.958,11.667,3437.834,3875.375,5703.291,516.208,972.375,27.75,1767.083,0.25,1736,0.208,1664.5
689,1520.5,3191.917,125.834,533.625,11.666,3430.542,4148.333,6179.25,519.25,919.875,28.125,1758.459,0.25,1751.459,0.208,1679.833
690,2094.333,3207.958,125.709,522.916,11.708,3478.458,4052.917,5556.292,528.167,961.875,27.917,1777.583,0.208,1805.459,0.208,1719.5
691,2205.291,3138.375,129.083,524.792,11.709,3449,3919.334,5613.167,519.167,927.75,28,1779.916,0.208,1748.333,0.208,1681.459
692,1737.875,3175.667,125.833,514,11.625,3613.375,4097.375,5543.583,516.333,920.958,28.125,1753.5,0.25,1765.292,0.208,1651.541
693,1605.916,3092.5,125.709,513.958,11.75,3469.833,4133.083,5551.416,524.708,932.375,28.042,1734.042,0.25,1722.916,0.208,1807.208
694,1520.625,3110.625,125.542,529.25,11.708,3588,4008.667,5637.875,523.875,958.25,28.208,1743.25,0.25,1764.709,0.25,1651.291
695,1489.125,3172.041,132.25,531.917,11.667,3470.083,4496.791,5616.083,526.75,937.167,28.417,1853.375,0.209,1882.459,0.209,1642.834
696,1586.083,3114.75,125.708,519.583,11.666,3480.125,4147.375,5709.166,520.25,920.208,28.041,1883.583,0.209,1717.458,0.209,1664.125
697,1694.875,3130.292,125.75,519.209,11.833,3448.083,3966.584,5580.958,521.667,927.959,27.791,1734.5,0.208,1737.25,0.25,1612.084
698,1527.083,3216.791,125.542,541.041,11.708,3428.083,4131.208,5594.875,519.958,948.75,28.125,1815.5,0.25,1837.167,0.209,1648.75
699,1597.291,3114.541,125.584,514,11.667,3475.792,4021.417,5605.875,519.125,919.083,28.292,1744.833,0.25,1772.333,0.209,1617.708
700,1512.167,3139.833,125.875,534.541,11.708,3455.25,3864.5,5680.208,518.667,931.75,28.041,1734.167,0.25,1792.042,0.209,1642.875
701,1566.917,3134.791,139.791,540.417,11.666,3514.792,4237.042,5511.625,519.458,937.958,27.666,1793.375,0.208,1766.667,0.209,1626.125
702,1552.166,3100.583,129.542,513.917,11.666,3536.084,3978.625,5619.75,518.333,972.667,27.958,1734.417,0.208,1713.25,0.25,1616.875
703,1543.208,3139.125,125.833,513.959,11.666,3520.583,4111.25,5722,517.875,962.959,27.833,1817.459,0.25,1728.25,0.208,1659.208
704,1832.542,3359.416,125.5,518.334,11.667,3444.208,4096.208,5578.167,531.292,984.042,28.291,1776.417,0.25,1845.708,0.208,1629.958
705,1495.959,3167.792,125.709,513.75,11.709,3446.75,4038.625,5496.459,540.625,953.667,27.917,1809.792,0.25,1752.625,0.25,1738.958
706,1539.042,3180.416,135.584,514.042,11.708,3463.541,4143.333,5580.75,526.875,922.083,28.125,1796.334,0.208,1706.416,0.25,1662.25
707,1496.917,3226.542,125.583,513.709,11.75,3458.459,4240.25,5556.584,534.542,952.75,28.209,1750.375,0.208,1825.625,0.25,1789.083
708,1601.375,3074.208,129,553.375,11.666,3450.458,3943.166,5565.959,531.875,939.625,27.833,1811.75,0.208,1784.625,0.25,1634.375
709,1539.584,3169.875,125.583,526.375,11.75,3455.208,4218.25,5576.542,534.583,929.166,28.125,1828.667,0.208,1765.041,0.208,1607.083
710,1733.792,3452.167,129.167,551.208,11.666,3457.834,3870.791,5638.459,522.709,986.125,28.167,1764.708,0.25,1721.125,0.208,1750.125
711,1589.917,3292.166,125.541,561.333,11.709,3444.708,3965.5,5564.917,527.75,1103.708,28.041,1777.583,0.25,1715.584,0.208,1622.25
712,1590,3196.417,125.834,521.542,11.667,3463.708,3871.584,5677.792,525.583,991.166,28.084,1781.375,0.25,1706.583,0.208,1602.958
713,1715.084,3147.167,125.666,514.25,11.708,3465.333,3987.083,5600.25,523.791,967.792,28.084,1787.792,0.25,1736.584,0.208,1655.167
714,1509.875,3578.75,125.708,521.375,11.709,3428.833,4142.625,5591.041,532.666,954.958,28.25,1740.166,0.209,1847.375,0.208,1617
715,1593.041,3252.834,125.625,528.042,11.625,3463.834,4125.792,5675.375,518.458,927.166,28.125,1839.416,0.209,1766.875,0.208,1656.583
716,1592.708,3216.5,125.833,514.209,11.75,3468.958,3926.125,5660.166,529.416,936.5,28.5,1780,0.25,1725.334,0.208,1637.5
717,1565.292,3454,125.792,526.625,11.667,3443.417,4191.125,5648.375,516.958,952.167,28.125,1772.875,0.25,1809.625,0.25,1617.708
718,1512.5,3106.375,132,565.792,11.709,3456.958,3898.333,5556.042,552.166,974.958,33.625,1734.166,0.25,1790.5,0.25,1612.959
719,1649.125,3223.5,125.875,558.417,11.75,3465.458,4145.208,5549.583,524.75,916.541,27.792,1750.708,0.208,1865.125,0.25,1599.458
720,1734.542,3185.209,139.084,513.958,21.042,3483.5,4093.334,5755.833,532,946,32.333,1733.958,0.208,1779.209,0.208,1680.083
721,1492.042,3205.666,125.625,530.167,12.167,3448.625,3987.5,5572.625,517.292,918.083,36.958,1738.959,0.208,1763.125,0.208,1617.25
722,1481.375,3197.333,125.708,518.291,13.833,3480.667,4148.042,5523.917,518.333,967.083,28,1820.458,0.208,1761.459,0.208,1609.333
723,1717.667,3133,125.708,545.959,14.584,3454.375,3963.708,5711.875,518.375,924.084,28.125,1823,0.25,1797.833,0.208,1637.292
724,1507.167,3190.625,131.125,513.834,11.625,3457.75,3890.25,5505.958,538.583,948.875,28.25,1773.833,0.25,1789.167,0.208,1604.416
725,1648.292,3131.916,125.625,513.75,11.667,3495.75,4032.125,5613.833,522.666,939.208,28,1810.042,0.25,1729.458,0.25,1626.5
726,1477.959,3180.5,132.375,520.375,11.75,3424.208,4081.667,5655.292,524.334,978.125,27.666,1841.583,0.25,1707.333,0.25,1671.584
727,1562.667,3133.542,125.75,518.875,11.792,3435.125,4165.625,5597.5,516.625,946.208,28.083,1817.167,0.25,1814.5,0.209,1652.25
728,1496.416,3392.042,125.708,528.167,11.708,3430.708,4166.459,5716.541,516.792,929.667,28.291,1831.541,0.209,1748.708,0.209,1639.041
729,1516.042,3226.959,125.667,513.791,16.042,3446.042,4223.334,5828.917,525.875,917.417,28.125,1753.25,0.25,1724.417,0.25,1640.708
730,1667.833,3157.375,125.708,557.458,11.75,3464.333,4343.625,5846.875,517.209,942.625,27.708,1816.583,0.208,1721.834,0.209,1671.875
731,1575.708,3174.542,125.5,517.375,11.667,3447,4154.959,5585.583,524.042,940.5,34.916,1842.417,0.208,1707.583,0.209,1659.959
732,1512.333,3230.75,125.667,514.084,11.708,3434.833,4017.833,5625.875,541.041,937.25,28.208,1829.375,0.25,1792.083,0.209,1585.167
733,1596.167,3160.042,125.458,521.625,11.708,3519.25,4127.958,5601.583,557.583,927.209,28,1864.209,0.25,1761.083,0.209,1633.75
734,1684.75,3298.75,131.916,535.917,11.708,3457.458,4390.792,5624.917,527.5,920.625,28,1741.625,0.25,1787.042,0.209,1638.25
735,1645.208,3128.209,125.792,528.917,11.667,3428.25,4373.75,5969.625,524.75,920.584,28.083,1904.208,0.208,1727.042,0.25,1681.917
736,1684.125,3327.416,125.5,518.25,11.708,3434,3929.166,5667.25,519.125,920.917,27.958,1734.834,0.208,1707.667,0.25,1696.375
737,1496.208,3095.667,125.667,525.416,11.667,3430.083,3991.625,5809.584,518.25,921.25,27.75,1819.166,0.25,1770.209,0.25,1691.709
738,1536.166,3407.417,125.584,526.042,11.708,3830.458,3969.917,5620.625,528.25,922.584,27.916,1769.167,0.25,1791.541,0.209,1653.542
739,1560.542,3228.083,125.875,519.167,11.708,3470.125,4010.166,5534.291,520.083,941.792,27.875,1796.834,0.25,1784.083,0.208,1635.416
740,1806.542,3189.666,125.75,526.125,11.708,3452.792,4142.25,5578.292,515.833,941.458,27.958,1820.541,0.208,1706.75,0.208,1666.5
741,1558.625,3142.958,125.917,523.709,11.666,3446.333,3870.417,5540.084,521.083,966.084,28.166,1738.375,0.208,1711.083,0.208,1624.584
742,1628.417,3357.333,129.125,533.5,11.708,3525.167,3949.75,5634.833,515.334,968,28.084,1833.417,0.208,1776.958,0.208,1711.208
743,1561.459,3137.208,125.833,517.958,11.625,3443.584,3909.083,5693.292,515.292,946.791,28.333,1810.584,0.208,1768.458,0.25,1591.166
744,1531.167,3171.166,125.625,521.584,11.708,3424.583,4098.583,5698.125,521.958,928.917,27.875,1831.167,0.208,1760.833,0.208,1593.792
745,1534.792,3219,125.833,531.75,11.708,3424.542,4077.542,5468.291,518.75,920.25,28.083,1816.75,0.25,1748.834,0.208,1609.334
746,1815.333,3151.333,125.542,513.959,11.708,3465.084,4022.833,5695.792,515.917,920.584,28.375,1755.125,0.25,1720.542,0.292,1661.959
747,1709.958,3093.375,125.625,540.875,11.709,3449.916,3870.708,5555.25,539.542,927.209,28.625,1821.958,0.25,1771.959,0.209,1593.625
748,1614.958,3180.666,129.125,513.792,11.917,3483.583,4122.625,5628.375,533.583,945.833,28.25,1739.25,0.209,1871.875,0.25,1671.5
749,1695.792,3107.167,132.917,513.958,11.625,3444.959,4217.208,5466.542,526.792,977.083,28.25,1785.625,0.209,1729.875,0.208,1774.542
750,1552,3537.792,125.916,540.084,11.75,3592.666,4153.875,5458.958,524.5,967.625,28.167,1769.541,0.25,1737.792,0.25,1620
751,1586.042,3461.583,135,518.958,11.666,3445.458,4267.541,5586.75,530.125,951.25,27.791,1821.875,0.25,1865.417,0.208,1640.5
752,1853.291,3134.708,125.833,519.958,11.708,3426.375,4131.833,5762.583,516.833,933.083,27.833,1763.833,0.25,1743.917,0.208,1597.833
753,1499.917,3243.875,125.625,520.5,11.708,3584.833,4156.5,5733.583,521.5,974.583,27.916,1763.334,0.25,1839.375,0.25,1641.958
754,1590.834,3072.75,125.667,530,11.667,3485.25,4096.625,5699.5,528.833,945.5,27.875,1815.875,0.208,1755.625,0.208,1588.667
755,1591.833,3569.208,125.584,521.708,11.708,3511.792,4230.333,5547.417,518.083,923.75,27.916,1827.041,0.208,1734.125,0.208,1720.334
756,1562.333,3206.417,125.75,517.167,11.666,3505.583,4215.041,5565.083,518.042,921.209,28.083,1771.333,0.25,1799.583,0.208,1647.916
757,1481.416,3333,125.958,527.709,11.667,3583.458,4289.333,5496.833,516.375,926.458,28.125,1761.083,0.25,1766.125,0.25,1711.334
758,1680.25,3150,125.583,518.042,11.666,3433.625,4190.334,5489.208,532.417,932.916,28.5,1741.75,0.25,1820.75,0.208,1606.208
759,1635.166,3179.416,125.5,513.958,11.666,3545.833,4030.292,5610.709,517.333,947.5,28.125,1763.375,0.209,1740.375,0.208,1593.833
760,1652.25,3347,125.625,550.666,11.667,3505.583,4184.292,5534.958,518.916,944.625,27.875,1750.041,0.209,1707.75,0.208,1616.833
761,1600.666,3198.209,125.459,513.959,11.666,3423.833,4123.459,5566,526.75,945.292,27.959,1745.625,0.208,1790.333,0.25,1638.5
762,1503.625,3234.542,125.834,520.875,11.709,3590.292,4209.834,5550.208,518.333,918.625,28.042,1767.584,0.208,1730.292,0.25,1644.708
763,1473.666,3163.875,135.708,524.583,11.667,3488.125,4147.792,6015,516.791,924,28.083,1787.416,0.25,1788.792,0.209,1627.417
764,1806.583,3177.084,125.709,536.625,11.708,3453.292,4104.875,5608.459,515.958,951.25,27.833,1763.917,0.25,1726.75,0.209,1645.791
765,1520.417,3285.292,133.083,526.875,11.667,3480.292,4158,5491.917,516.791,949.125,27.833,1734.125,0.25,1706.833,0.209,1649.959
766,1637.792,3312,125.666,517.084,11.958,3441.542,4232.916,5595,516.708,940,28.125,1736.917,0.25,1799.25,0.25,1657.916
767,1714.5,3134.042,129.542,525.459,11.917,3489.334,3920.292,5724.25,522.791,927.083,28.041,1734.083,0.25,1737.375,0.208,1637.959
768,1589.042,3071.291,125.708,526.833,11.667,3426.458,4146.542,5881.792,517.75,954.709,27.958,1775.292,0.208,1783.083,0.208,1634.208
769,1648.291,3615.75,125.833,525.25,11.75,3456.583,4094.875,5639.084,528,948.666,28,1747.792,0.209,1736.875,0.208,1599.666
770,1522.292,3322.375,149.958,517.042,11.75,3487.75,4044.333,5510.333,532.25,962.833,29.625,1795.541,0.25,1720.208,0.208,1600.084
771,1603.75,3396.5,127.375,517.291,11.709,3481.667,3963.75,5514.25,516.417,930.042,27.958,1767.125,0.25,1817.667,0.208,1659.459
772,1552.625,3143.5,135.917,517.209,11.75,3524.791,4034.292,5643.917,515,927.709,28.25,1734.5,0.25,1716.333,0.25,1637.667
773,1480.208,3163.708,129.209,518.75,11.792,3545.541,4015.334,5748.625,518.084,932.958,27.875,1764.375,0.25,1788.875,0.208,1712.875
774,1515.292,3310.334,125.792,519.042,11.708,3458.042,3922.208,5596.167,541.583,917.917,27.875,1741,0.25,1738.792,0.208,1636.667
775,1641.417,3279.333,128.917,513.875,11.709,3531.625,3972.041,5453.375,545.25,920.292,28.125,1734.417,0.208,1710.833,0.208,1587.167
776,1512.25,3189.042,125.708,520.125,11.708,3480.958,3986.75,5473.25,577.167,946.375,27.875,1780.208,0.208,1827.291,0.25,1664.083
777,1585.125,3190.792,139.458,513.916,11.709,3457.458,3914.667,5527.584,526.875,921.5,28.333,1776.792,0.25,1745.167,0.25,1769.5
778,1911.208,3140.791,125.792,522.708,11.917,3535.875,3974.375,5663.458,527.708,950.709,28.208,1740.667,0.25,1867.084,0.25,1592.292
779,1510.042,3161.708,125.542,532.833,11.667,3473.333,3915.708,5558.083,536.167,934.375,27.666,1743.875,0.25,1743.584,0.25,1591.791
780,1599.291,3182.917,129.042,518.541,11.75,3453.875,3908.541,5583.416,533.667,926.667,27.875,1827.792,0.209,1706.875,0.209,1732.375
781,1551.334,3112.084,125.667,517.208,11.708,3426.75,4000.042,5475.958,518,930.875,28.083,1773.541,0.209,1832.333,0.209,1685.208
782,1526.584,3208.667,125.625,517.167,11.709,3517.542,3919.792,5989.125,516.917,960.25,28.333,1813.416,0.209,1706.25,0.209,1679.208
783,1523.959,3089.292,125.75,532.708,11.667,3491.083,3940.792,5601.417,524.25,932.208,27.834,1775.375,0.209,1747.292,0.208,1665.583
784,1576.5,3220.208,125.625,518.292,11.667,3545.958,4013.25,5612.625,526.208,940.667,28.166,1754.375,0.209,1757.708,0.208,1709.042
785,1506.417,3160.875,125.667,521.875,11.625,3499.875,4097.875,5548.375,514.791,920,27.417,1772.209,0.25,1713.458,0.208,1599.709
786,1588.125,3137.75,125.667,514.125,11.667,3528.292,4189.125,5687.041,535.708,920.708,27.875,1734.417,0.25,1772.542,0.208,1598.084
787,1538.542,3350.334,125.708,530.333,11.625,3453.625,4098.875,5855.208,528.166,929.75,27.875,1778.125,0.25,1707.5,0.208,1606.916
788,1537.125,3305.75,125.708,517.125,11.708,3490.25,4088.167,5584.083,526.667,927.5,28.167,1792.958,0.208,1763.625,0.208,1643.666
789,1629.75,3154.208,125.875,513.833,11.666,3508.334,4068.375,5628.458,521.833,942.083,28.5,1734.708,0.208,1739.5,0.208,1635.416
790,1543.916,3190.708,125.625,525.375,11.666,3436.542,4061.917,5534.25,519.708,920.5,28.041,1742.125,0.208,1720.791,0.208,1589.917
791,1919.792,3097.25,125.75,521.625,11.75,3435.334,3921.208,5441.125,522.833,928,28,1742.334,0.208,1806,0.208,1692.458
792,1554.458,3205.959,132.958,575.083,11.625,3432.084,3899.833,5643.792,527.459,920.166,28,1742.833,0.208,1707.375,0.208,1733.958
793,1650.583,3148.375,125.709,513.625,11.667,3440.083,4152.25,5627.875,521.875,919.292,27.958,1734.625,0.25,1716.417,0.208,1628.5
794,1479.667,3175.25,129,524.916,11.75,3460.667,4000.333,5787.208,525.458,944.625,27.791,1736.917,0.208,1747.083,0.209,1612.5
795,1550.583,3226.708,125.75,533.792,11.708,3499.875,3997.583,5465.416,536.125,927.75,28.125,1754.75,0.208,1724.667,0.209,1596.042
796,1466.375,3155.708,133.167,513.833,11.75,3447.875,4106.083,5537.25,518.458,939.042,27.833,1753.959,0.167,1717.833,0.209,1681
797,1613.667,3138.75,125.625,517.167,11.75,3441.666,3932.75,5570.416,528.459,918.416,27.792,1793.875,0.25,1795.667,0.25,1808
798,1512.959,3098.875,125.75,530.291,11.708,3454.75,4161.792,5538.75,519.25,921.625,28.084,1780.459,0.25,1718.25,0.208,1626.208
799,1512.709,3185,129.5,525.875,11.667,3440.084,4185.292,5575.084,529.125,940.708,28.5,1772.208,0.25,1719.375,0.208,1635.292
800,1592.25,3201.959,125.708,521.792,11.667,3454.041,3929.709,5696.125,551.458,933.209,27.958,1764.708,0.25,1726.916,0.208,1724.542
801,1771.292,3181.708,125.583,517.375,11.625,3470.625,3954.333,5477.25,522.667,918.709,28.416,1756.542,0.25,1707.416,0.25,1645
802,1531.875,3150.875,125.75,517.25,11.75,3473.083,3964.25,5599.417,538.958,919.083,28.041,1734.292,0.25,1706.583,0.25,1615.208
803,1672.5,3092.959,125.75,517.25,11.708,3424.084,3914.458,5612.166,541.208,917.375,28.5,1784.625,0.208,1707.5,0.208,1656.375
804,1512.875,3194.916,131.958,513.833,11.667,3431.417,4307.917,5614.625,529.209,918.417,28.125,1734.333,0.208,1706.666,0.208,1617.75
805,1493.75,3182.834,125.542,519,11.917,3463.167,4033.959,5569.417,523.959,939.292,28.208,1751.334,0.208,1706.25,0.167,1723.458
806,1565.542,3223.208,130.125,524.791,11.667,3467.458,4035.167,6108.625,527.25,950.959,28.125,1753.625,0.25,1739.583,0.209,1672.958
807,1560.417,3250.041,125.708,518.375,11.75,3458.917,4022.167,5570.792,523.833,920,36.25,1734.417,0.25,1727.583,0.209,1687.25
808,1610.542,3420.25,125.666,513.875,11.708,3573,3935.25,5547.833,516.792,920.625,28.041,1748.709,0.25,1735.667,0.25,1593.959
809,1483.584,3167.417,125.792,516.917,11.625,3456.708,4255.208,5541.75,531.625,920.792,28,1799.667,0.25,1708.166,0.25,1630.167
810,1488.459,3188.292,125.833,517.083,11.708,3462.333,4044.291,5597.542,520.792,948.583,28,1756.666,0.208,1709.834,0.208,1606.083
811,1708.042,3094.958,125.834,520.083,11.708,3532.292,3898.083,5606.208,518.292,940.542,28.25,1763.792,0.208,1707.5,0.208,1633.667
812,1621.416,3092.292,129.041,513.875,11.75,3466.083,3929.542,5602.833,521.458,920,28.333,1773.209,0.208,1706.708,0.208,1611
813,1522.083,3370.875,125.709,521.084,11.708,3434.75,3999.542,5638.917,516.833,930,27.959,1777.208,0.25,1728.125,0.208,1674.625
814,1556.334,3166.083,125.791,513.834,11.666,3449.75,3909.583,5770.417,523.125,952.125,28.125,1776.541,0.25,1802.416,0.208,1625.292
815,1493,3098.459,125.584,513.708,11.708,3499.959,3859.25,5577.5,524.166,932.792,27.792,1756.208,0.25,1738.958,0.25,1693.917
816,1477.209,3098.125,125.583,517.208,20.625,3425.709,3937.917,5611.208,518.5,939.583,27.875,1778.667,0.208,1712.917,0.209,1689.208
817,1671.834,3124.5,129.083,525.75,11.708,3481.667,3877.708,5720.375,582.583,921.958,27.834,1801.958,0.25,1713,0.209,1648.208
818,1508.417,3210.708,125.666,532.75,11.666,3628.333,4090.042,5738.542,525.75,920.958,28.125,1752.292,0.209,1714.125,0.209,1655.208
819,1521.708,3231.542,125.667,517.417,11.709,3547.25,4098.042,5448.542,518.625,940.458,28.167,1770.959,0.209,1710.958,0.209,1620.959
820,1523.75,3059.458,125.75,533.75,11.666,3546.833,3971.542,5629.25,531.75,933.083,28.167,1762.458,0.209,1844.416,0.208,1664.042
821,1697.209,3258.667,125.75,525.542,11.792,3477.583,4227.875,5659.875,529.416,927.542,28.208,1798.666,0.25,1814.5,0.208,1666.333
822,1542.667,3205.5,135.416,525.041,11.625,3517.667,3974.417,5495.208,521.833,917.917,28.042,1800.583,0.25,1752.083,0.208,1666
823,1844.667,3419.791,128.959,522.083,11.708,3431,3994.083,5664.458,525.5,994.084,28.166,1775.875,0.25,1767.25,0.208,1621.042
824,1757.584,3273.041,125.625,524.583,11.667,3469.125,4257.5,5566.792,516.666,929.333,28,1789.375,0.25,1735.916,0.208,1622.875
825,1638.583,3303.791,128.916,513.75,11.625,3510,3920.959,5794.625,544.083,956.917,27.792,1756.916,0.25,1791.708,0.25,1681.834
826,1559.333,3505.583,125.583,513.5,11.75,3453.833,4028.875,5659.083,518.833,921.208,27.833,1748.333,0.208,1912.291,0.25,1591.334
827,1533.333,3387.459,132.917,513.958,17.875,3439.75,4070.708,5603.583,518.792,935.209,28,1768.958,0.208,1745.833,0.208,1638.542
828,1791.792,3195.375,125.625,518.375,11.708,3511.167,3952.5,5631.792,526.791,1013.75,28.042,1771.459,0.208,1740.166,0.208,1692.917
829,1667.625,3303.667,125.625,520.5,11.708,3480,4239.375,5636.375,531.333,922.042,28.375,1763.375,0.25,1716.917,0.208,1678.209
830,1497.5,3035.125,125.542,513.875,11.667,3424.125,4067.792,5891.958,526.75,955.291,27.75,1792.042,0.25,1750.625,0.25,1678.459
831,1556.291,3428.416,138.208,513.791,18.75,3518.791,4018.083,5617.5,517.833,928.375,35.583,1822.833,0.25,1713.666,0.209,1678.333
832,1659.208,3107.292,125.875,528.041,11.708,3423.542,4087.875,5603.75,517.708,924.5,27.875,1765.708,0.209,1744.166,0.209,1627.042
833,1532.083,3289.708,128.875,517.167,11.875,3492.375,4132.875,5713.208,526.208,929.75,28.375,1767.334,0.209,1737.959,0.209,1603.583
834,1505.333,3137.625,125.417,514,11.875,3486.792,4070.333,5575.459,528.834,963.958,28.041,1794,0.25,1732.917,0.209,1672
835,1621.083,3124.708,129.375,529.666,11.667,3455.667,3966.417,5546.459,527.917,928.375,27.791,1778.208,0.25,1740.916,0.209,1605.583
836,1506.167,3136.542,125.792,522.125,11.833,3538.583,3916.667,5746.292,542.833,927.5,27.875,1778.25,0.209,1707.583,0.209,1702.417
837,1520.208,3157,136.041,564.167,11.667,3424.792,4280.917,5588.917,548.25,960,37.375,1787.792,0.209,1727.5,0.25,1611.75
838,2199.209,3198.334,125.75,520.666,11.709,3464.917,4264.875,5457,526.834,937.459,28.167,1778.084,0.25,1706.708,0.208,1613.083
839,1501,3164.25,135.666,521.916,11.666,3438.5,3953.375,5577.625,529.292,953.375,36.125,1763.166,0.25,1734.375,0.208,1689.958
840,1526.792,3350.25,125.667,518.833,11.709,3459.209,3996.292,5745.416,530.625,929.292,28.125,1753.458,0.25,1711.292,0.208,1626
841,1511.666,3201.625,125.708,533.25,11.791,3515.959,3878.708,5475.25,523.291,920.5,28.167,1792.458,0.25,1768.792,0.208,1834.75
842,1587.625,3300.5,125.917,514.083,11.75,3457.041,4133.125,5749.584,529.959,964.5,28.042,1759.083,0.25,1714.583,0.208,3266.5
843,1656.25,3146.041,129.083,513.667,11.667,3477.625,4096.916,5476.084,545.792,920,41.25,1755.167,0.25,1718.666,0.208,3783.375
844,1599.75,3164.542,138.542,514,11.709,3423.5,3969.709,5573.417,534.084,919.292,27.416,1736.208,0.208,1765.166,0.208,1686.042
845,1514.292,3199.667,129.416,513.875,11.75,3635.791,4044.125,5620.125,519.5,945.208,28.166,1748.792,0.208,1737.458,0.208,1645.791
846,1492.667,3133.208,125.542,518.291,11.75,3654.041,4077.333,5462.875,525.667,920.834,28.459,1776.791,0.25,1723.209,0.25,1638.708
847,1594.709,3127.834,125.625,519.167,11.667,3485.958,3871.791,5925.916,518.667,934.334,28.333,1769.959,0.25,1714.833,0.209,1633.708
848,1589.792,3426.291,131.167,517.333,11.708,3619.292,3871.125,5826.042,526.292,923.875,27.5,1745.458,0.25,1706.25,0.209,1658.459
849,1584.75,3272.5,125.75,514,11.667,3462.333,4145.375,5665.292,518.166,946.167,28.041,1763.25,0.25,1723.792,0.209,1738.5
850,1695.208,3179.959,133.75,517.25,11.708,3564.417,4039.083,5682.167,536.125,952.459,28.041,1741.208,0.208,1718.917,0.209,1745.834
851,1601,3222.375,127.75,518.333,11.75,3493.917,3955.208,5750.083,539.958,928.583,28.292,1760.375,0.208,1706.584,0.209,1710.334
852,1482.917,3196.25,125.708,528.209,11.625,3565.959,3884.042,5969.167,546.125,927.667,27.917,1754.667,0.25,1751.208,0.208,1671.625
853,1566.833,3372.792,125.834,521.541,11.667,3465.125,3977.959,5578.625,539.791,920.959,28.167,1748,0.25,1706.791,0.208,2760.584
854,1569.792,3221.25,125.792,513.916,11.667,3481.292,4158.583,5537.125,539.917,919.542,28.166,1754.709,0.25,1713.792,0.208,2663.042
855,1801.917,3117.25,125.625,517.25,11.916,3445,3931.416,5672.958,532.709,962.416,27.625,1747.125,0.25,1760.542,0.208,1738.208
856,1488.916,3164.791,125.583,513.875,11.667,3470.875,4055.25,5715.5,535.708,933.708,27.667,1735.708,0.25,1706.75,0.25,1625.375
857,1476.167,3104.5,125.583,518.708,12,3503,4235.666,5630.625,545.75,967.958,28.333,1765.75,0.25,1736.833,0.25,1754.625
858,1557.667,3434.292,125.75,526.125,11.917,3461.625,4002.292,5876.75,532.042,921.042,28.166,1762,0.209,1790.875,0.25,1708.333
859,1738,3182,128.916,517.042,11.625,3484.083,3991.25,5615.625,528.709,933.958,28.084,1760.5,0.25,1723.125,0.208,1683.583
860,1513.708,3180.5,125.542,526.75,12,3506.334,3970.708,5643.833,517.25,931.75,32.333,1760.833,0.25,1953.542,0.208,1693.208
861,1537.541,3375.291,125.458,516.708,11.667,3451.625,4042.292,5725.917,517.959,946.167,28.083,1759.958,0.25,1715.75,0.208,1742.125
862,1484.084,3121.25,125.792,513.959,11.709,3500.167,4061.834,5520.5,517.625,943.792,27.958,1752.917,0.208,1714.833,0.25,1606.833
